year,state,county,"HAY, ALFALFA - ACRES HARVESTED","HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","HAY, ALFALFA, IRRIGATED - PRODUCTION, MEASURED IN TONS","HAY, ALFALFA, IRRIGATED - YIELD, MEASURED IN TONS / ACRE","HAY, ALFALFA, NON-IRRIGATED - ACRES HARVESTED","HAY, ALFALFA, NON-IRRIGATED - PRODUCTION, MEASURED IN TONS","HAY, ALFALFA, NON-IRRIGATED - YIELD, MEASURED IN TONS / ACRE",irr_share
2015,Ohio,Putnam,5900,16300,2.75,NA,NA,NA,NA,NA,NA,NA
2017,Ohio,Putnam,9256,34569,3.7,NA,NA,NA,NA,NA,NA,NA
2018,Ohio,Putnam,5200,21200,4.1,NA,NA,NA,NA,NA,NA,NA
2022,Ohio,Putnam,4280,12825,2.996495327102804,18,NA,NA,NA,NA,NA,0.004205607
2007,Ohio,Richland,8829,22267,2.5220296749348736,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,Richland,6390,24500,3.85,NA,NA,NA,NA,NA,NA,NA
2010,Ohio,Richland,5600,20200,3.6,NA,NA,NA,NA,NA,NA,NA
2011,Ohio,Richland,6300,24000,3.8,NA,NA,NA,NA,NA,NA,NA
2012,Ohio,Richland,7344,18000,2.450980392156863,0,NA,NA,NA,NA,NA,0
2013,Ohio,Richland,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Ohio,Richland,7477,23698,3.169452989166778,3,NA,NA,NA,NA,NA,4.0123044001604924e-4
2022,Ohio,Richland,7129,20080,2.816664328797868,NA,NA,NA,NA,NA,NA,NA
2007,Ohio,Ross,5057,14458,2.8590073165908643,0,NA,NA,NA,NA,NA,0
2009,Ohio,Ross,7070,27800,3.95,NA,NA,NA,NA,NA,NA,NA
2010,Ohio,Ross,6300,23500,3.75,NA,NA,NA,NA,NA,NA,NA
2011,Ohio,Ross,6200,24200,3.9,NA,NA,NA,NA,NA,NA,NA
2012,Ohio,Ross,4280,11613,2.713317757009346,NA,NA,NA,NA,NA,NA,NA
2013,Ohio,Ross,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Ohio,Ross,5564,15219,2.7352624011502518,NA,NA,NA,NA,NA,NA,NA
2018,Ohio,Ross,3200,8100,2.55,NA,NA,NA,NA,NA,NA,NA
2022,Ohio,Ross,3804,10897,2.864616193480547,NA,NA,NA,NA,NA,NA,NA
2007,Ohio,Sandusky,4248,12536,2.951035781544256,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,Sandusky,4440,19200,4.3,NA,NA,NA,NA,NA,NA,NA
2010,Ohio,Sandusky,4400,17500,4,NA,NA,NA,NA,NA,NA,NA
2012,Ohio,Sandusky,2913,9438,3.239958805355304,NA,NA,NA,NA,NA,NA,NA
2013,Ohio,Sandusky,6000,22800,3.8,NA,NA,NA,NA,NA,NA,NA
2014,Ohio,Sandusky,5000,21300,4.25,NA,NA,NA,NA,NA,NA,NA
2017,Ohio,Sandusky,3764,13409,3.562433581296493,76,NA,NA,NA,NA,NA,0.020191285866099893
2018,Ohio,Sandusky,4100,13600,3.3,NA,NA,NA,NA,NA,NA,NA
2022,Ohio,Sandusky,2347,8351,3.558159352364721,0,NA,NA,NA,NA,NA,0
2007,Ohio,Scioto,1657,3167,1.911285455642728,NA,NA,NA,NA,NA,NA,NA
2012,Ohio,Scioto,1289,3064,2.3770364623739333,0,NA,NA,NA,NA,NA,0
2013,Ohio,Scioto,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Ohio,Scioto,1738,4185,2.75,NA,NA,NA,NA,NA,NA,NA
2018,Ohio,Scioto,600,1000,1.65,NA,NA,NA,NA,NA,NA,NA
2022,Ohio,Scioto,1190,2407,2.022689075630252,NA,NA,NA,NA,NA,NA,NA
2007,Ohio,Seneca,3340,10408,3.116167664670659,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,Seneca,2340,9000,3.85,NA,NA,NA,NA,NA,NA,NA
2010,Ohio,Seneca,2300,9400,4.1,NA,NA,NA,NA,NA,NA,NA
2011,Ohio,Seneca,2400,10300,4.3,NA,NA,NA,NA,NA,NA,NA
2012,Ohio,Seneca,5095,14709,3.15,NA,NA,NA,NA,NA,NA,NA
2013,Ohio,Seneca,2500,8800,3.5,NA,NA,NA,NA,NA,NA,NA
2017,Ohio,Seneca,5357,18459,3.75,NA,NA,NA,NA,NA,NA,NA
2018,Ohio,Seneca,2300,6900,3,NA,NA,NA,NA,NA,NA,NA
2022,Ohio,Seneca,2343,7768,3.315407597097738,0,NA,NA,NA,NA,NA,0
2007,Ohio,Shelby,7374,23275,3.1563601844317875,NA,NA,NA,NA,NA,NA,NA
2010,Ohio,Shelby,3350,14100,4.2,NA,NA,NA,NA,NA,NA,NA
2011,Ohio,Shelby,3400,14000,4.1,NA,NA,NA,NA,NA,NA,NA
2012,Ohio,Shelby,8710,31278,3.6,NA,NA,NA,NA,NA,NA,NA
2013,Ohio,Shelby,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2014,Ohio,Shelby,4000,19700,4.95,NA,NA,NA,NA,NA,NA,NA
2015,Ohio,Shelby,3700,12100,3.25,NA,NA,NA,NA,NA,NA,NA
2016,Ohio,Shelby,4600,18500,4,NA,NA,NA,NA,NA,NA,NA
2017,Ohio,Shelby,11627,42419,4.05,0,NA,NA,NA,NA,NA,0
2022,Ohio,Shelby,4143,13943,3.365435674631909,0,NA,NA,NA,NA,NA,0
2007,Ohio,Stark,11775,39664,3.368492569002123,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,Stark,6550,25200,3.85,NA,NA,NA,NA,NA,NA,NA
2010,Ohio,Stark,6500,23000,3.55,NA,NA,NA,NA,NA,NA,NA
2011,Ohio,Stark,7000,23700,3.4,NA,NA,NA,NA,NA,NA,NA
2012,Ohio,Stark,10794,27278,2.5271447100240874,0,NA,NA,NA,NA,NA,0
2013,Ohio,Stark,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2016,Ohio,Stark,8800,26000,2.95,NA,NA,NA,NA,NA,NA,NA
2017,Ohio,Stark,13557,35379,2.609648152246072,0,NA,NA,NA,NA,NA,0
2022,Ohio,Stark,8843,21362,2.4156960307587925,0,NA,NA,NA,NA,NA,0
2007,Ohio,Summit,1138,2683,2.357644991212654,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,Summit,950,3100,3.25,NA,NA,NA,NA,NA,NA,NA
2010,Ohio,Summit,1300,4000,3.1,NA,NA,NA,NA,NA,NA,NA
2011,Ohio,Summit,1200,3900,3.25,NA,NA,NA,NA,NA,NA,NA
2012,Ohio,Summit,2290,5201,2.65,NA,NA,NA,NA,NA,NA,NA
2013,Ohio,Summit,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2014,Ohio,Summit,1000,2900,2.9,NA,NA,NA,NA,NA,NA,NA
2015,Ohio,Summit,1100,2500,2.25,NA,NA,NA,NA,NA,NA,NA
2017,Ohio,Summit,2269,4933,2.2,NA,NA,NA,NA,NA,NA,NA
2022,Ohio,Summit,596,828,1.389261744966443,0,NA,NA,NA,NA,NA,0
2007,Ohio,Trumbull,3205,7980,2.489859594383775,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,Trumbull,5690,20400,3.6,NA,NA,NA,NA,NA,NA,NA
2010,Ohio,Trumbull,5200,16000,3.1,NA,NA,NA,NA,NA,NA,NA
2012,Ohio,Trumbull,4005,11979,2.9910112359550562,NA,NA,NA,NA,NA,NA,NA
2013,Ohio,Trumbull,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2016,Ohio,Trumbull,5300,18600,3.5,NA,NA,NA,NA,NA,NA,NA
2017,Ohio,Trumbull,3613,9351,2.588153888735123,NA,NA,NA,NA,NA,NA,NA
2022,Ohio,Trumbull,1907,4735,2.4829575249082327,0,NA,NA,NA,NA,NA,0
2007,Ohio,Tuscarawas,11531,35039,3.038678345,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,Tuscarawas,7370,26000,3.55,NA,NA,NA,NA,NA,NA,NA
2010,Ohio,Tuscarawas,8100,26500,3.25,NA,NA,NA,NA,NA,NA,NA
2012,Ohio,Tuscarawas,17758,49968,2.9,NA,NA,NA,NA,NA,NA,NA
2013,Ohio,Tuscarawas,7000,19300,2.75,NA,NA,NA,NA,NA,NA,NA
2015,Ohio,Tuscarawas,7900,15100,1.9,NA,NA,NA,NA,NA,NA,NA
2017,Ohio,Tuscarawas,16452,38214,2.3,0,NA,NA,NA,NA,NA,0
2022,Ohio,Tuscarawas,7953,20742,2.6080724254998113,0,NA,NA,NA,NA,NA,0
2007,Ohio,Union,4170,10541,2.5278177458033575,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,Union,3600,12600,3.5,NA,NA,NA,NA,NA,NA,NA
2010,Ohio,Union,3550,11900,3.35,NA,NA,NA,NA,NA,NA,NA
2011,Ohio,Union,3900,15200,3.9,NA,NA,NA,NA,NA,NA,NA
2012,Ohio,Union,4032,10799,2.6783234126984126,NA,NA,NA,NA,NA,NA,NA
2013,Ohio,Union,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2015,Ohio,Union,3600,12200,3.4,NA,NA,NA,NA,NA,NA,NA
2016,Ohio,Union,5600,22500,4,NA,NA,NA,NA,NA,NA,NA
2017,Ohio,Union,5527,17210,3.1138049574814546,NA,NA,NA,NA,NA,NA,NA
2022,Ohio,Union,4252,12887,3.0308090310442144,NA,NA,NA,NA,NA,NA,NA
2007,Ohio,Van Wert,1482,4759,3.2112010796221324,0,NA,NA,NA,NA,NA,0
2009,Ohio,Van Wert,650,2600,4,NA,NA,NA,NA,NA,NA,NA
2010,Ohio,Van Wert,800,2750,3.45,NA,NA,NA,NA,NA,NA,NA
2011,Ohio,Van Wert,800,3100,3.9,NA,NA,NA,NA,NA,NA,NA
2012,Ohio,Van Wert,2267,6794,3.25,NA,NA,NA,NA,NA,NA,NA
2013,Ohio,Van Wert,1200,3900,3.25,NA,NA,NA,NA,NA,NA,NA
2014,Ohio,Van Wert,1100,5000,4.55,NA,NA,NA,NA,NA,NA,NA
2015,Ohio,Van Wert,900,1800,2,NA,NA,NA,NA,NA,NA,NA
2017,Ohio,Van Wert,1867,6791,4.2,NA,NA,NA,NA,NA,NA,NA
2018,Ohio,Van Wert,1000,4500,4.5,NA,NA,NA,NA,NA,NA,NA
2022,Ohio,Van Wert,1469,5180,3.526208304969367,0,NA,NA,NA,NA,NA,0
2007,Ohio,Vinton,1792,0,0,NA,NA,NA,NA,NA,NA,NA
2011,Ohio,Vinton,700,1900,2.7,NA,NA,NA,NA,NA,NA,NA
2012,Ohio,Vinton,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2013,Ohio,Vinton,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2014,Ohio,Vinton,1200,2100,1.75,NA,NA,NA,NA,NA,NA,NA
2017,Ohio,Vinton,888,2109,2.375,NA,NA,NA,NA,NA,NA,NA
2022,Ohio,Vinton,438,541,1.235159817351598,NA,NA,NA,NA,NA,NA,NA
2007,Ohio,Warren,2305,4804,2.0841648590021693,0,NA,NA,NA,NA,NA,0
2010,Ohio,Warren,1750,5600,3.2,NA,NA,NA,NA,NA,NA,NA
2011,Ohio,Warren,1900,5500,2.9,NA,NA,NA,NA,NA,NA,NA
2012,Ohio,Warren,3971,9846,2.6,NA,NA,NA,NA,NA,NA,NA
2013,Ohio,Warren,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2014,Ohio,Warren,2500,6900,2.75,NA,NA,NA,NA,NA,NA,NA
2017,Ohio,Warren,1540,3531,2.2928571428571427,NA,NA,NA,NA,NA,NA,NA
2022,Ohio,Warren,1597,2729,1.7088290544771447,NA,NA,NA,NA,NA,NA,NA
2007,Ohio,Washington,6563,16006,2.4388237086698155,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,Washington,6390,18700,2.95,NA,NA,NA,NA,NA,NA,NA
2010,Ohio,Washington,9400,27000,2.85,NA,NA,NA,NA,NA,NA,NA
2011,Ohio,Washington,8800,23500,2.65,NA,NA,NA,NA,NA,NA,NA
2012,Ohio,Washington,4874,14026,2.877718506360279,NA,NA,NA,NA,NA,NA,NA
2013,Ohio,Washington,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2014,Ohio,Washington,4400,17200,3.9,NA,NA,NA,NA,NA,NA,NA
2015,Ohio,Washington,3700,10600,2.85,NA,NA,NA,NA,NA,NA,NA
2016,Ohio,Washington,3800,12300,3.25,NA,NA,NA,NA,NA,NA,NA
2017,Ohio,Washington,11024,30015,2.7,NA,NA,NA,NA,NA,NA,NA
2022,Ohio,Washington,4956,15518,3.1311541565778853,NA,NA,NA,NA,NA,NA,NA
2007,Ohio,Wayne,26699,90638,3.3948087943368663,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,Wayne,16000,67100,4.2,NA,NA,NA,NA,NA,NA,NA
2010,Ohio,Wayne,15800,63000,4,NA,NA,NA,NA,NA,NA,NA
2011,Ohio,Wayne,15300,71500,4.65,NA,NA,NA,NA,NA,NA,NA
2012,Ohio,Wayne,38999,122385,3.35,0,NA,NA,NA,NA,NA,0
2013,Ohio,Wayne,11800,53500,4.55,NA,NA,NA,NA,NA,NA,NA
2014,Ohio,Wayne,11800,48200,4.1,NA,NA,NA,NA,NA,NA,NA
2015,Ohio,Wayne,16000,61000,3.8,NA,NA,NA,NA,NA,NA,NA
2016,Ohio,Wayne,18800,56000,3,NA,NA,NA,NA,NA,NA,NA
2017,Ohio,Wayne,39412,146776,4,16,NA,NA,NA,NA,NA,4.059677255658175e-4
2018,Ohio,Wayne,17700,58000,3.3,NA,NA,NA,NA,NA,NA,NA
2022,Ohio,Wayne,18211,61584,3.381692383724123,0,NA,NA,NA,NA,NA,0
2007,Ohio,Williams,3914,11159,2.8510475217169136,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,Williams,2870,14000,4.9,NA,NA,NA,NA,NA,NA,NA
2011,Ohio,Williams,3200,12000,3.75,NA,NA,NA,NA,NA,NA,NA
2012,Ohio,Williams,7574,16548,2.6,0,NA,NA,NA,NA,NA,0
2013,Ohio,Williams,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2015,Ohio,Williams,3200,10100,3.15,NA,NA,NA,NA,NA,NA,NA
2017,Ohio,Williams,5942,19261,3.4,0,NA,NA,NA,NA,NA,0
2022,Ohio,Williams,2773,8131,2.9322033898305087,NA,NA,NA,NA,NA,NA,NA
2007,Ohio,Wood,3852,13220,3.4319833852544135,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,Wood,2040,9500,4.65,NA,NA,NA,NA,NA,NA,NA
2010,Ohio,Wood,1720,6000,3.5,NA,NA,NA,NA,NA,NA,NA
2011,Ohio,Wood,1900,7400,3.9,NA,NA,NA,NA,NA,NA,NA
2012,Ohio,Wood,5225,16367,3.05,NA,NA,NA,NA,NA,NA,NA
2013,Ohio,Wood,3000,14300,4.75,NA,NA,NA,NA,NA,NA,NA
2014,Ohio,Wood,3400,14800,4.35,NA,NA,NA,NA,NA,NA,NA
2015,Ohio,Wood,4600,13600,2.95,NA,NA,NA,NA,NA,NA,NA
2016,Ohio,Wood,4700,19400,4.15,NA,NA,NA,NA,NA,NA,NA
2017,Ohio,Wood,6676,31673,4.744307968843619,126,NA,NA,NA,NA,NA,0.018873576992210903
2018,Ohio,Wood,5700,23800,4.2,NA,NA,NA,NA,NA,NA,NA
2022,Ohio,Wood,3990,14892,3.732330827067669,NA,NA,NA,NA,NA,NA,NA
2007,Ohio,Wyandot,1729,5199,3.0069404279930594,NA,NA,NA,NA,NA,NA,NA
2012,Ohio,Wyandot,2797,7998,3,NA,NA,NA,NA,NA,NA,NA
2013,Ohio,Wyandot,1500,6300,4.2,NA,NA,NA,NA,NA,NA,NA
2014,Ohio,Wyandot,1800,7600,4.2,NA,NA,NA,NA,NA,NA,NA
2017,Ohio,Wyandot,3613,12720,3.55,NA,NA,NA,NA,NA,NA,NA
2018,Ohio,Wyandot,1700,6000,3.55,NA,NA,NA,NA,NA,NA,NA
2022,Ohio,Wyandot,1696,6161,3.6326650943396226,0,NA,NA,NA,NA,NA,0
2007,Oklahoma,Adair,190,561,2.9526315789473685,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Adair,232,243,1.0474137931034482,NA,NA,NA,NA,NA,NA,NA
2013,Oklahoma,Adair,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Adair,521,1769,3.3953934740882916,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Adair,920,1728,1.8782608695652174,NA,NA,NA,NA,NA,NA,NA
2005,Oklahoma,Alfalfa,27500,100000,3.6,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Alfalfa,26000,54000,2.08,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Alfalfa,44702,143863,3.26,0,NA,NA,NA,NA,NA,0
2012,Oklahoma,Alfalfa,33658,76294,2.25,0,NA,NA,NA,NA,NA,0
2013,Oklahoma,Alfalfa,20300,58000,2.85,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Alfalfa,16384,46637,2.846496582,0,NA,NA,NA,NA,NA,0
2022,Oklahoma,Alfalfa,15651,31622,2.0204459778927863,NA,NA,NA,NA,NA,NA,NA
2005,Oklahoma,Atoka,800,2000,2.5,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Atoka,1824,4378,2.54,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Atoka,23,36,1.565217391304348,0,NA,NA,NA,NA,NA,0
2013,Oklahoma,Atoka,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Atoka,1931,6460,3.3454168824443293,0,NA,NA,NA,NA,NA,0
2022,Oklahoma,Atoka,82,103,1.2560975609756098,0,NA,NA,NA,NA,NA,0
2005,Oklahoma,Beaver,3000,15000,5,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Beaver,2500,6000,2.4,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Beaver,5786,30002,4.75,2491,NA,NA,NA,NA,NA,0.4305219495333564
2012,Oklahoma,Beaver,1502,3840,2.5565912117177096,0,NA,NA,NA,NA,NA,0
2013,Oklahoma,Beaver,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Beaver,3039,7547,2.483382691674893,2669,NA,NA,NA,NA,NA,0.8782494241526818
2022,Oklahoma,Beaver,1127,4258,3.7781721384205857,868,NA,NA,NA,NA,NA,0.7701863354037267
2005,Oklahoma,Beckham,4500,14000,3.1,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Beckham,4000,7000,1.75,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Beckham,11027,36930,3.64,824,NA,NA,NA,NA,NA,0.074725673
2009,Oklahoma,Beckham,5500,16000,2.9,NA,NA,NA,NA,NA,NA,NA
2010,Oklahoma,Beckham,4500,13000,2.9,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Beckham,1988,3476,1.7484909456740443,0,NA,NA,NA,NA,NA,0
2013,Oklahoma,Beckham,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2014,Oklahoma,Beckham,5000,8900,1.8,NA,NA,NA,NA,NA,NA,NA
2015,Oklahoma,Beckham,2400,3300,1.4,NA,NA,NA,NA,NA,NA,NA
2016,Oklahoma,Beckham,2200,12200,5.55,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Beckham,5544,17489,3.1545815295815296,1531,NA,NA,NA,NA,NA,0.27615440115440115
2018,Oklahoma,Beckham,4200,13500,3.2,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Beckham,5472,10931,1.9976242690058479,624,NA,NA,NA,NA,NA,0.11403508771929824
2005,Oklahoma,Blaine,6500,25000,3.9,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Blaine,6000,16000,2.67,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Blaine,12525,38137,3,0,NA,NA,NA,NA,NA,0
2008,Oklahoma,Blaine,6500,23000,3.55,NA,NA,NA,NA,NA,NA,NA
2009,Oklahoma,Blaine,7000,15000,2.15,NA,NA,NA,NA,NA,NA,NA
2010,Oklahoma,Blaine,7000,22000,3.15,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Blaine,2127,4416,2.076163610719323,NA,NA,NA,NA,NA,NA,NA
2013,Oklahoma,Blaine,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Blaine,5141,17438,3.3919470920054464,0,NA,NA,NA,NA,NA,0
2018,Oklahoma,Blaine,5300,13600,2.55,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Blaine,2085,4590,2.2014388489208634,137,NA,NA,NA,NA,NA,0.065707434
2005,Oklahoma,Bryan,1000,2600,2.6,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Bryan,6500,7000,1.08,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Bryan,8571,29658,4,0,NA,NA,NA,NA,NA,0
2011,Oklahoma,Bryan,2500,4800,1.9,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Bryan,2742,8245,2.85,0,NA,NA,NA,NA,NA,0
2013,Oklahoma,Bryan,2000,7500,3.75,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Bryan,2175,5061,2.326896551724138,342,NA,NA,NA,NA,NA,0.15724137931034482
2018,Oklahoma,Bryan,2500,6000,2.4,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Bryan,3566,4516,1.266404935501963,321,NA,NA,NA,NA,NA,0.090016826
2005,Oklahoma,Caddo,7300,21000,2.9,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Caddo,6500,10500,1.62,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Caddo,16456,49444,3.22,0,NA,NA,NA,NA,NA,0
2008,Oklahoma,Caddo,7500,30000,4,NA,NA,NA,NA,NA,NA,NA
2009,Oklahoma,Caddo,8000,20000,2.5,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Caddo,5460,15824,2.898168498168498,0,NA,NA,NA,NA,NA,0
2013,Oklahoma,Caddo,4300,15600,3.65,NA,NA,NA,NA,NA,NA,NA
2014,Oklahoma,Caddo,5000,19400,3.9,NA,NA,NA,NA,NA,NA,NA
2015,Oklahoma,Caddo,5100,10300,2,NA,NA,NA,NA,NA,NA,NA
2016,Oklahoma,Caddo,4300,18000,4.2,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Caddo,11647,32541,2.4,409,NA,NA,NA,NA,NA,0.035116339
2022,Oklahoma,Caddo,3983,12046,3.0243535023851367,508,NA,NA,NA,NA,NA,0.12754205372834546
2005,Oklahoma,Canadian,16500,67000,4.1,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Canadian,20000,35000,1.75,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Canadian,30541,101215,3.44,558,NA,NA,NA,NA,NA,0.018270521593922923
2010,Oklahoma,Canadian,11000,35000,3.2,NA,NA,NA,NA,NA,NA,NA
2011,Oklahoma,Canadian,8400,9900,1.2,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Canadian,17811,50847,3.1,448,NA,NA,NA,NA,NA,0.025152995
2013,Oklahoma,Canadian,10900,32700,3,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Canadian,17935,52562,2.9306941734039587,1017,NA,NA,NA,NA,NA,0.056704767
2022,Oklahoma,Canadian,8633,14114,1.6348893779682614,608,NA,NA,NA,NA,NA,0.07042743
2005,Oklahoma,Carter,1000,3000,3,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Carter,800,1500,1.88,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Carter,2139,6107,3,0,NA,NA,NA,NA,NA,0
2009,Oklahoma,Carter,1000,3000,3,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Carter,874,1720,1.967963386727689,NA,NA,NA,NA,NA,NA,NA
2013,Oklahoma,Carter,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Carter,2292,7036,3.0698080279232114,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Carter,2061,3155,1.5308102862688016,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Cherokee,302,670,2.218543046357616,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Cherokee,165,194,1.1757575757575758,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Cherokee,1186,2860,2.411467116357504,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Cherokee,810,1029,1.2703703703703704,NA,NA,NA,NA,NA,NA,NA
2005,Oklahoma,Choctaw,600,1900,3.2,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Choctaw,600,2400,4,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Choctaw,1634,2996,1.8335373317013464,0,NA,NA,NA,NA,NA,0
2012,Oklahoma,Choctaw,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2013,Oklahoma,Choctaw,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Choctaw,1021,3340,3.2713026444662097,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Choctaw,488,715,1.4651639344262295,NA,NA,NA,NA,NA,NA,NA
2005,Oklahoma,Cimarron,3000,12000,4,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Cimarron,3000,12000,4,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Cimarron,8390,42933,5.33,5120,NA,NA,NA,NA,NA,0.6102502979737783
2010,Oklahoma,Cimarron,3500,15500,4.45,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Cimarron,3409,15497,4.545907891,0,NA,NA,NA,NA,NA,0
2013,Oklahoma,Cimarron,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Cimarron,7374,35457,4.808380797396257,0,NA,NA,NA,NA,NA,0
2022,Oklahoma,Cimarron,3899,23153,5.938189279302385,0,NA,NA,NA,NA,NA,0
2005,Oklahoma,Cleveland,2600,7500,2.9,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Cleveland,2800,3400,1.21,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Cleveland,6982,21993,3.14,0,NA,NA,NA,NA,NA,0
2010,Oklahoma,Cleveland,4000,15000,3.75,NA,NA,NA,NA,NA,NA,NA
2011,Oklahoma,Cleveland,2500,4500,1.8,NA,NA,NA,NA,NA,NA,NA
2012,Oklahoma,Cleveland,4877,8404,1.6,NA,NA,NA,NA,NA,NA,NA
2013,Oklahoma,Cleveland,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Cleveland,1327,3527,2.6578749058025624,NA,NA,NA,NA,NA,NA,NA
2018,Oklahoma,Cleveland,1800,4000,2.2,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Cleveland,797,2051,2.5734002509410288,0,NA,NA,NA,NA,NA,0
2007,Oklahoma,Coal,560,1556,3,NA,NA,NA,NA,NA,NA,NA
2013,Oklahoma,Coal,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Oklahoma,Coal,2514,7159,2.8476531424025455,NA,NA,NA,NA,NA,NA,NA
2022,Oklahoma,Coal,770,800,1.0389610389610389,0,NA,NA,NA,NA,NA,0
2005,Oklahoma,Comanche,6400,19000,3,NA,NA,NA,NA,NA,NA,NA
2006,Oklahoma,Comanche,6000,7000,1.17,NA,NA,NA,NA,NA,NA,NA
2007,Oklahoma,Comanche,11384,28161,2.83,0,NA,NA,NA,NA,NA,0
